DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2010,5.93,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2011,6.73,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2012,6.56,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2013,7.00,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2014,7.60,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2015,7.56,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2016,8.89,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2017,9.01,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2018,8.37,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2019,8.74,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2020,8.51,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2021,7.82,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,BG,2022,7.67,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2007,4.62,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2008,4.70,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2009,4.46,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2010,4.34,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2011,4.34,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2012,4.19,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2013,4.08,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2014,4.26,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2015,4.34,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2016,4.30,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2017,4.49,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2018,4.39,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2019,4.63,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2020,4.73,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2021,4.74,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CH,2022,4.64,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2005,4.00,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2006,3.92,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2007,4.09,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2008,3.99,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2009,4.08,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2010,4.30,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2011,4.15,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2012,4.56,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2013,4.88,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2014,5.41,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2015,5.27,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2016,4.88,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2017,4.52,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2018,4.23,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2019,4.55,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2020,4.27,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2021,4.14,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CY,2022,4.20,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2005,3.90,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2006,3.69,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2007,3.69,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2008,3.56,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2009,3.60,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2010,3.63,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2011,3.71,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2012,3.68,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2013,3.57,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2014,3.70,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2015,3.69,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2016,3.68,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2017,3.53,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2018,3.35,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2019,3.33,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2020,3.35,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2021,3.54,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,CZ,2022,3.50,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2005,3.84,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2006,4.19,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2007,5.09,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2008,4.93,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2009,4.67,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2010,4.66,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2011,4.60,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2012,4.40,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2013,4.80,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2014,5.37,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2015,5.04,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2016,4.73,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2017,4.62,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2018,5.26,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2019,4.89,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2020,4.99,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2021,5.08,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DE,2022,4.41,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2003,3.44,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2004,3.39,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2005,3.55,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2006,3.45,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2007,3.77,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2008,3.63,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2009,4.73,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2010,4.41,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2011,4.09,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2012,4.08,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2013,4.17,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2014,4.18,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2015,4.27,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2016,4.22,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2017,4.38,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2018,4.33,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2019,4.19,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2020,4.20,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2021,4.17,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,DK,2022,4.22,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2004,8.03,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2005,6.44,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2006,5.88,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2007,5.78,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2008,5.03,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2009,5.20,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2010,5.39,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2011,5.89,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2012,5.94,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2013,5.94,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2014,7.09,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2015,6.66,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2016,5.70,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2017,5.45,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2018,4.95,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2019,5.02,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2020,4.92,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2021,5.03,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EE,2022,5.09,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2003,6.39,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2004,5.98,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2005,5.94,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2006,6.39,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2007,6.26,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2008,6.20,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2009,6.21,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2010,5.95,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2011,6.40,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2012,7.35,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2013,7.46,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2014,7.29,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2015,7.35,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2016,7.41,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2017,6.73,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2018,6.07,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2019,5.59,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2020,5.68,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2021,6.38,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,EL,2022,5.61,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2004,5.34,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2005,5.66,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2006,5.65,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2007,5.65,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2008,5.62,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2009,6.05,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2010,6.49,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2011,6.65,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2012,6.98,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2013,6.76,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2014,7.47,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2015,7.63,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2016,7.25,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2017,7.18,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2018,6.46,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2019,6.35,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2020,5.99,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2021,6.45,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ES,2022,5.81,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2004,3.58,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2005,3.65,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2006,3.66,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2007,3.75,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2008,3.75,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2009,3.68,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2010,3.65,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2011,3.75,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2012,3.68,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2013,3.59,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2014,3.67,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2015,3.63,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2016,3.68,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2017,3.64,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2018,3.78,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2019,3.80,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2020,3.83,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2021,3.66,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FI,2022,3.84,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2004,4.15,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2005,3.94,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2006,3.96,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2007,3.86,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2008,4.41,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2009,4.30,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2010,4.44,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2011,4.62,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2012,4.51,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2013,4.50,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2014,4.19,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2015,4.22,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2016,4.27,
