DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2015,79.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2016,80.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2017,81.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2018,81.8,b
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2019,81.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2020,80.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2021,80.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SE,2022,82.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2009,71.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2010,69.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2011,67.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2012,67.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2013,66.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2014,67.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2015,68.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2016,69.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2017,72.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2018,74.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2019,75.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2020,74.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2021,76.1,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SI,2022,77.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2009,68.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2010,66.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2011,66.8,b
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2012,66.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2013,66.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2014,67.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2015,69.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2016,71.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2017,73.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2018,74.5,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2019,75.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2020,74.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2021,74.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,SK,2022,76.7,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,TR,2009,47.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,TR,2010,50.0,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,TR,2011,52.2,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,TR,2012,52.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,TR,2013,53.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,TR,2014,53.2,b
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,TR,2015,53.9,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,TR,2016,54.4,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,TR,2017,55.3,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,TR,2018,55.6,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,TR,2019,53.8,
ESTAT:SDG_08_30(1.0),14/12/23 23:00:00,A,EMP_LFS,T,Y20-64,PC_POP,TR,2020,51.0,
